InputStoryid	RandomFifthSentenceQuiz1	RandomFifthSentenceQuiz2	AnswerRightEnding	context	nsp_pred	ppl_pred
be86f0f6-c225-422e-842a-13f65f81163e	I took a long nap and am feeling better.	I went to the gym and exercised.	1	Yesterday I felt very sick. I had to take the day off. Thankfully I was able to relax. I took some soup and rested.	1	2
f43554e9-3edd-4699-9b7c-1e21add50f5f	Bob's stereo system was ruined.	Bob was proud of his cat.	1	Bob was listening to his favorite album on his new stereo system. The sound quality of his new system was great. You could hear the sound clearly from every room in his house. All of a sudden, his cat scratched one of his speakers.	1	2
fde2edd7-f19c-47c0-9b30-16dae924e962	Rob ended up playing the best game of his life!	Rob kicked the other player as hard as he could!	1	Rob loved to play soccer and was on his middle school team. They had just started their season and were playing their first game. Rob accidentally tripped over another player during the game. The other player was mad, but Rob apologized and kept his composure.	1	1
3bc8226c-47cf-4b21-9e68-238e79968dc4	Pam was impressed with the babysitter.	Pam was furious with the babysitter.	2	Pam left her son with a new babysitter. She told her that her son was allergic to peanut butter. But the babysitter gave him peanut butter oatmeal. The babysitter had to call the hospital.	2	2
c6150383-b577-4c5c-9c2b-164c6599fdf9	Lindy decided to talk to men just like they were people.	Lindy decided she didn't like men.	1	Lindy always wanted a great love in her life. Every day she went to the university where she studied with a rose. Her plan was to give the rose to a man who would be her great love. Lindy didn't know how to talk to a man she thought looking at the rose.	2	2
d84a7f60-afc4-477d-93d6-7fad71931df7	Barbara loved the earrings and loved wearing them.	Afterward, Barbara decided not to wear the earrings.	1	Barbara was excited to get her ears pierced. Barbara's mother took her to the jewelry store at the mall. Barbara picked out her earrings. The worker pierced her ears with a piercing gun.	2	2
9923ddb7-9df6-4514-8db5-7993af72abd3	James was so embarrassed that he ran off the stage.	James felt great about his performance.	1	James was participating in a talent show at school. James was going to sing but was very nervous and nauseous. He finally stepped up on stage and prepared to sing. However, as soon as he began to sing, he threw up all over himself!	1	1
45f26dd9-34dc-4847-bc17-6bbfa58f0b9b	Sam bought himself a nice house and was very grateful.	Sam was very grateful for getting the job.	1	Sam had been living on the street for Years. He survived by begging for money. One day a stranger gave Sam a lottery ticket instead of cash. Sam won a million dollars!	1	1
b1f8349c-5c6d-4d4c-bf97-022d0a749905	I bought all of the clothes that were made in America.	I decided not to buy any clothes.	2	I was clothes shopping the other day. Everything I found was made in China. Some stuff was made in Vietnam. I couldn't find anything from America.	1	1
fcf74947-fcc5-4e5d-bdc1-63a18eaef1e7	I hope he gets better at it.	I hope he gets worse at it.	1	I was teaching my son to throw a football. He couldn't grasp the ball in one hand. He used both hands to throw it to me like a basketball. Then he lobbed it to me underhanded.	1	1
f05ad22a-ba97-4268-b033-9a424a17160b	Sandy lost her home.	Sandy bought three new homes.	1	Sandy recently lost her job. As a consequence, Sandy could not pay her mortgage. After several months, Sandy's got some bad news. Sandy was told her house was being foreclosed on.	1	1
4b146cb7-eea7-4914-91ff-4295afdb2d60	I broke up with my girlfriend the same night.	We love spending time together.	2	My girlfriend and I took a train to New York City. We were going to have dinner and enjoy a night in the city. I took her out for a nice meal and after we went shopping. We both had a great time!	1	1
48c11b7f-c3d0-42bc-9175-90b0c5d366b4	Kari wore her new sweater to school the next day.	Kari refused to wear the new sweater.	1	Kari's sweater ripped. She needed to buy a new one. She decided to go to the mall. She bought a sweater from Armani.	1	1
8e7de453-b38e-4a7a-ba7b-67649288815e	But he tried anyway.	Thomas punched his friend in the face.	1	Thomas lost his job three weeks ago. He had no idea how he was going to pay his rent. His friend told him about a website that paid five dollars per blog. Thomas didn't think he could raise five hundred dollars there.	2	2
5805e662-2062-4832-baeb-1f3592cdfa26	Sally threw the package away.	It was a frilly dress with glitter and sparkly fabric!	2	Last week Sally came home and found a package in front of her door. She was curious about what might be in the package. She quickly opened the package and couldn't believe her eyes. Inside the package was a gift from her best friend.	1	1
6bdc3c31-bee8-45c3-8598-21eb7b642001	Rico decided to take another nap.	Rico's teacher let him turn in the essay the next day.	2	Rico was working really hard on his essay for English. After working on it all night, he decided to take a short nap. He slept in and was late for for school. When he got to school he noticed that his essay was gone.	2	1
d1324880-08f2-459a-bdfc-d918ee8104bd	She hates the new jacket.	She is happy.	2	Juanita realizes that she needs warmer clothing to get through winter. She looks for a jacket but at first everything she finds is expensive. Finally she finds a jacket she can afford. She buys the jacket and feels much better.	1	2
75803192-1a5b-4de3-8f30-66d9a8880123	He did very well in the job and they really liked him there.	He was the best swimming coach they had ever had.	1	My buddy wanted to become the safety officer at school. He had to go through a bunch of training just to take the test. He loved the training and passed the test. He got the job.	1	1
02b625bb-bc17-4255-a872-2ccc649dd529	Sally's went home and went to sleep instead.	Sally was sad she had lost her wallet.	2	Sally went to the store to buy a beach chair. Upon exit, she places her wallet on the car's trunk. After placing the chair on the back seat, she drives away. At the beach entrance, she reaches for her wallet to pay to the fee.	2	2
726e4d24-29cd-4f88-8c56-d36ab66c6497	Vera drove home safely.	Vera was much more careful when driving.	2	Vera was driving home from work one day. She was tired and not paying attention. She blew through a stop sign and struck an oncoming car. Vera's car was totaled and the other driver was hurt.	1	2
bb2ffab3-7c21-4c97-a85d-f148f9c753f1	Lynn wanted Amy to tell her all about being an adult.	Lynn continued to swing.	2	Amy was 14 Year's old. She was starting to feel like an adult. She explained this to her friend Lynn, as Lynn sat on a swing. Lynn didn't care.	1	1
c4fade89-7f27-4635-8bd9-46692eea6d29	They had a great marriage.	Donna couldn't believe how selfish her husband was.	1	Donna quit her job today. She realized that her husband makes enough for both of them. She asked her husband if he was okay with her decision. He was and supported her with whatever she decides to do.	2	2
2a49b3f8-40bc-469c-84dd-3a4d21078770	We were so happy.	We are so angry.	1	We bought a new house. It was perfect, and everything I ever wanted. There was a white fence and a large wrap around porch. Our kids will have so many great memories in this house.	1	1
99251481-5ec3-4c87-b850-ab7e4b4dd32e	Mona drove back home immediately.	Mona went inside to see the movie.	2	Mona was in a car accident that broke both of her legs. She was in the hospital and rehab for a month. As soon as she got out, she wanted to go to the movies. She went to the nearest movie theater and bought the ticket.	1	2
29ebb19b-ab26-4335-8c36-19d6ab0cf886	My husband went out and bought a better bouquet.	I was upset that the flowers weren't more dead.	1	It was Valentine's Day and I was excited to see flowers at my door. I rushed inside to open the box. The bouquet was small and mostly dead, not what my husband ordered. I was very upset and started to cry.	2	1
ae89421b-70a6-4387-87d6-b1b5340dde89	She then proposed to Sloan.	She told him she did not want to marry him.	2	Sloan has a lot of girlfriends. One day, he decides that he wants to settle down. He gets serious about dating and chooses one girlfriend. He decides she's the one and proposes.	1	2
98e0f71e-679e-4e45-98ab-5f0794300bbf	Bay made it on the hockey team.	Bay made it on the football team.	2	Bay wanted to play football. He practiced every day after school. Then he tried his best on tryout day. He was so excited when the team posted the results.	2	2
da9566dc-7c8c-444f-a4e7-8d352d33a6d8	Josh enjoyed riding on the huge yacht.	Josh was upset to be in a little boat.	2	Josh was invited to go sailing. He met his friends at the marina. Instead of a huge yacht, they showed him a tiny boat. The four of them crowded into the boat with little room.	1	2
7ea05154-6bc0-4713-9928-d100b7833b54	Tonya was heart broken.	Tonya laughed hysterically at the fish.	1	Tonya owned a small toad. Tanya would always bring her toad with her to a swamp. She would sit with her toad by the side of a pond. One day a fish came and ate her toad!	2	2
bf4ebc30-7357-43e6-a773-ed6f30175ef0	David's father then thanked him.	David was grounded by his father.	2	David's father had painstakingly assembled a collection of rare coins. One day, he found some of his prized coins missing. He questioned Davis about their absence. David had taken them for lunch money!	1	1
db9a0c77-faa6-4f7c-9bcf-dbe509fc167a	I was happy with mom.	Mom was making me upset all day.	1	Mom took me grocery shopping with her today. We went through all the aisles. I got help Mom put items in the cart. She even let me get a special treat.	1	1
0dde2076-2a53-4a21-b9dd-1ae4bff8bcc8	It became her new favorite.	She confronted the barista and demanded a new coffee be made.	1	Kelly was excited to try the new Starbucks flavor. The flavor was red velvet cake. When she ordered it she took a sip. It was delicious.	2	2
3cee391d-ad6f-4e54-82ba-8236687b9c10	June told him that he had done a great job.	June ignored him and walked away.	1	June was excited to share gardening with her son. She showed the boy how to pluck weeds, root and all. June and her son worked on separate rows, weeding steadily. When they finished, the boy showed June his pile of weeds.	1	1
f1714bb9-f465-44b3-9588-898c042ea82f	They used flashlights to build a fire, which was nice.	It was not a very fun swimming day after all.	1	Jane had never gone camping before. One day, Jane's friends invited her to go camping with them. Jane and her friends went deep into the woods to find a camp ground. When they finally arrived, it was too dark to see anything.	1	1
b6bcfca0-9ef4-4b22-b846-af2f9688ab71	Chuck couldn't get a table so he left.	Chuck then ordered food and was happy with the service.	2	Chuck stepped the cabin cruiser and onto the dock. The boat was new as was his knot tying skills. He quickly tied off the boat. The line was long for the restaurant but he eventually got a table.	1	1
